time_s,speed_kmh,motor_temp_c,battery_temp_c,controller_temp_c,smoke_ppm,obstacle_distance_m,road_friction,driver_fatigue,driver_attention,autopilot_confidence,takeover_time_s,efficiency_score,brake_margin_m,stopping_distance_m,thermal_risk,smoke_risk,speed_risk,brake_risk,takeover_risk,efficiency_risk,weighted_risk,max_risk,health_score,level
208.0,36.852,57.0902,41.6441,49.6927,1.7975,77.7378,0.7139,39.2046,79.9086,88.5196,3.5103,90.6529,67.6971,10.0407,0.0,7.1898,10.6558,0.0,17.5062,9.3471,6.7433,17.5062,91.8562,NORMAL
209.0,37.6752,55.4203,42.9064,49.3228,2.7443,74.7074,0.6729,39.4322,75.6489,89.6215,3.8811,91.1104,63.7951,10.9123,0.0,10.9771,8.1747,0.0,24.6372,8.8896,8.101,24.6372,89.928,NORMAL
210.0,39.5342,60.2268,41.4045,51.1711,2.961,76.4444,0.6703,35.2931,79.5952,89.4191,3.3038,91.8802,64.5285,11.9159,0.0,11.8441,10.5184,0.0,13.5354,8.1198,6.7313,13.5354,92.1859,NORMAL
211.0,36.5528,61.3324,42.3489,52.1584,2.1476,74.8285,0.6384,36.0435,71.9184,90.2399,3.9105,95.7678,64.0595,10.769,0.0,8.5903,22.0542,0.0,25.2014,4.2322,9.3086,25.2014,88.6753,NORMAL
212.0,38.66,57.7677,42.6427,50.9924,1.9884,78.1063,0.7476,36.5358,81.0592,92.832,3.4407,94.4996,67.5594,10.5469,0.0,7.9535,9.4726,0.0,16.1667,5.5004,6.0197,16.1667,92.687,NORMAL
213.0,38.1962,55.9122,44.7571,48.7184,1.5298,74.1605,0.7218,37.244,78.7171,91.3256,3.9065,90.2924,63.5588,10.6017,0.0,6.1192,6.9534,0.0,25.1258,9.7076,7.2683,25.1258,90.7216,NORMAL
214.0,38.7215,57.8476,41.3303,50.7618,2.3801,75.4573,0.7221,35.2107,77.0948,91.8692,3.5478,88.407,64.6027,10.8546,0.0,9.5205,6.3579,0.0,18.2275,11.593,6.8797,18.2275,91.6621,NORMAL
215.0,40.9384,57.8619,43.9091,50.7642,2.2383,75.0278,0.7301,35.0667,79.2073,89.059,3.3868,92.4941,63.1569,11.8709,0.0,8.9531,12.8951,0.0,15.13,7.5059,6.7778,15.13,92.0118,NORMAL
216.0,40.6886,57.9641,42.7345,52.9981,1.802,73.0074,0.7204,36.2431,74.4814,90.6803,3.668,90.7189,61.1436,11.8639,0.0,7.2082,2.3267,0.0,20.5386,9.2811,5.9743,20.5386,92.3826,NORMAL
217.0,42.2526,56.8441,42.9861,49.4207,2.7039,75.0145,0.6978,38.0352,74.2869,92.5797,3.4533,91.8233,62.0183,12.9962,0.0,10.8154,11.4756,0.0,16.4088,8.1767,7.1666,16.4088,91.5207,NORMAL
218.0,40.6502,58.8653,42.7399,50.4637,2.2975,80.4137,0.7023,35.4772,75.7092,92.6845,3.6701,90.596,68.3368,12.0769,0.0,9.1901,11.145,0.0,20.5789,9.404,7.6552,20.5789,90.6985,NORMAL
219.0,40.4166,58.7903,43.052,52.5375,2.0159,72.7943,0.6964,37.5826,70.6571,90.1074,4.0645,90.611,60.7628,12.0315,0.0,8.0637,9.546,0.0,28.1644,9.389,8.4357,28.1644,89.3112,NORMAL
220.0,41.6362,56.3603,42.5328,51.2596,2.2504,74.7429,0.7903,39.907,77.8243,91.8282,4.2767,88.8232,63.2253,11.5176,0.0,9.0018,9.0462,0.0,32.2439,11.1768,9.3875,32.2439,88.033,NORMAL
221.0,42.8778,58.9868,44.0,51.3516,2.9821,77.1212,0.7301,35.162,80.8067,95.7416,3.1535,93.0791,64.2398,12.8814,0.0,11.9283,12.5955,0.0,10.6446,6.9209,6.4508,12.5955,92.5416,NORMAL
222.0,43.3996,60.6067,42.3018,50.8824,2.7713,76.6163,0.7016,37.3285,74.218,91.3551,3.6999,91.1467,63.044,13.5723,0.0,11.0853,19.8958,0.0,21.1514,8.8533,9.3155,21.1514,88.9924,NORMAL
223.0,42.2689,58.3471,43.7539,51.078,2.4415,73.0631,0.7316,39.7667,76.3426,90.0765,3.7084,91.3916,60.5228,12.5403,0.0,9.766,23.7686,0.0,21.3153,8.6084,9.6689,23.7686,88.4296,NORMAL
224.0,44.5636,57.7347,42.1781,51.5067,2.7786,65.695,0.6894,36.8565,75.7237,91.0412,3.7416,91.1187,51.271,14.4239,0.0,11.1144,47.1031,0.0,21.9531,8.8813,13.5332,47.1031,82.6986,NORMAL
225.0,45.4162,57.9695,42.7279,49.9015,1.9776,74.1976,0.767,36.5216,77.6457,91.7493,3.6739,92.4138,60.4672,13.7304,0.0,7.9104,54.818,0.0,20.6513,7.5862,13.782,54.818,81.8325,NORMAL
226.0,49.2851,58.8801,41.8425,51.5717,2.5146,65.7769,0.7041,39.972,73.329,91.1445,3.9039,91.3954,48.7875,16.9893,0.0,10.0583,93.8611,0.0,25.0743,8.6046,20.8335,93.8611,71.6576,CRITICAL
227.0,49.0508,56.0685,43.2428,49.3041,2.5663,76.6186,0.7411,37.0089,73.806,91.3727,3.9973,87.5509,60.4452,16.1734,0.0,10.2652,89.1946,0.0,26.8703,12.4491,20.9174,89.1946,71.947,WARNING
228.0,45.8842,58.3476,44.1608,50.9897,2.2886,72.4766,0.7602,39.8066,78.4374,88.6096,3.6747,90.6048,58.399,14.0776,0.0,9.1543,81.0423,0.0,20.6682,9.3952,18.1469,81.0423,75.3697,WARNING
229.0,47.3193,57.6884,42.8185,50.8252,2.696,74.713,0.742,38.4322,75.6669,89.4816,4.0347,86.2414,59.5585,15.1545,0.0,10.7838,79.295,0.0,27.5895,13.7586,19.7928,79.295,73.8636,WARNING
230.0,11.5744,60.3826,42.7397,50.0162,2.1488,68.7401,0.7354,36.8653,82.5829,91.2286,3.5677,91.0807,67.2199,1.5202,0.0,8.5952,100.0,0.0,18.6095,8.9193,20.509,100.0,71.491,CRITICAL
231.0,10.9875,57.9661,41.9434,50.5966,2.7294,66.5084,0.7351,38.4874,75.9742,91.069,3.756,91.1106,65.0995,1.4089,0.0,10.9177,100.0,0.0,22.2304,8.8894,21.4796,100.0,70.5204,CRITICAL
232.0,10.3255,60.1879,42.7708,49.9844,2.7483,71.6551,0.7352,38.1462,73.2004,90.263,3.7969,91.8031,70.3678,1.2873,0.0,10.9933,100.0,0.0,23.0166,8.1969,21.5352,100.0,70.4648,CRITICAL
233.0,9.5734,56.875,41.5752,49.5238,1.1873,70.4668,0.7218,39.5246,79.0805,91.3848,4.2203,92.5835,69.3026,1.1642,0.0,4.7491,100.0,0.0,31.1605,7.4165,21.683,100.0,70.317,CRITICAL
234.0,8.0917,58.9188,42.2195,50.2314,3.0356,68.776,0.7278,36.364,78.6195,91.4542,3.3784,90.9698,67.8603,0.9157,0.0,12.1426,100.0,0.0,14.9697,9.0302,20.543,100.0,71.457,CRITICAL
235.0,7.0984,58.6136,43.2785,49.4713,1.1286,70.1763,0.7879,37.5213,78.4217,93.5305,3.6163,90.115,69.4318,0.7445,0.0,4.5143,100.0,0.0,19.5437,9.885,20.0806,100.0,71.9194,CRITICAL
236.0,5.8118,57.2053,44.2956,50.8893,2.2228,77.8854,0.7425,37.2944,79.9081,91.3126,3.3944,92.7206,77.3029,0.5825,0.0,8.8911,100.0,0.0,15.2772,7.2794,19.8294,100.0,72.1706,CRITICAL
237.0,51.5775,58.4804,45.6717,49.4086,2.9614,71.7371,0.7244,38.8047,73.7437,92.1467,4.2093,88.1946,53.7122,18.0249,0.0,11.8456,100.0,0.0,30.9485,11.8054,23.3822,100.0,68.6178,CRITICAL
238.0,50.635,59.7436,42.6513,51.2637,2.3572,72.0225,0.7347,35.3253,76.7816,90.3982,3.8046,88.8565,54.7813,17.2412,0.0,9.4289,76.7755,0.0,23.1662,11.1435,18.163,76.7755,75.6949,WARNING
239.0,51.6461,57.9226,44.5077,49.3642,1.8402,71.0369,0.7854,39.3893,74.9421,92.7393,3.6327,87.8886,54.094,16.9429,0.0,7.3609,79.6667,0.0,19.8587,12.1114,17.8321,79.6667,75.7945,WARNING
240.0,51.3711,56.305,43.4727,49.9743,2.0078,72.5657,0.7749,38.2682,72.0551,92.3097,3.959,84.557,55.6044,16.9613,0.0,8.0313,65.3868,0.0,26.1346,15.443,17.208,65.3868,77.561,WATCH
241.0,52.6239,58.3401,43.1555,49.9118,2.9621,67.1708,0.7736,34.6823,76.6427,93.08,3.5563,87.5451,49.4389,17.7319,0.0,11.8484,64.5349,0.0,18.3913,12.4549,16.1317,64.5349,78.7055,WATCH
242.0,50.3981,57.3056,43.72,51.8583,1.6353,61.1826,0.7513,39.7138,79.3293,93.0671,3.5188,86.9822,44.3876,16.795,0.0,6.5413,45.9129,0.0,17.669,13.0178,12.3881,45.9129,83.9388,NORMAL
243.0,50.8546,58.0067,43.4262,50.8612,3.008,66.3797,0.7785,41.7471,75.1782,92.5157,4.0537,90.9788,49.7834,16.5962,0.0,12.0322,30.2039,0.0,27.9553,9.0212,12.1314,30.2039,85.4523,NORMAL
244.0,55.8864,58.3502,43.5104,50.3178,2.4752,68.9724,0.7442,39.2647,71.4706,91.2586,4.0308,89.1793,48.5869,20.3854,0.0,9.9008,60.9121,0.0,27.5156,10.8207,16.5209,60.9121,78.6061,WATCH
245.0,51.0494,56.4334,43.0849,51.0279,1.9634,63.2133,0.758,40.0977,70.4914,92.0579,4.0388,89.3933,46.1471,17.0662,0.0,7.8537,24.6611,0.0,27.6692,10.6067,10.7342,27.6692,87.0523,NORMAL
246.0,51.2142,56.5751,42.2362,48.4226,2.2376,65.1735,0.7971,37.3977,81.2873,93.6347,3.4323,93.5586,48.6763,16.4972,0.0,8.9504,4.5068,0.0,16.006,6.4414,5.5315,16.006,93.188,NORMAL
247.0,55.1739,59.1276,42.148,50.4881,2.0422,63.2021,0.7965,33.8879,77.4961,90.2466,3.6195,90.8254,44.3399,18.8622,0.0,8.169,30.4195,0.0,19.6064,9.1746,10.1896,30.4195,87.3768,NORMAL
248.0,56.4796,57.9587,44.1687,52.5313,2.8898,69.3538,0.7431,33.5071,75.9848,90.1074,3.6154,90.8863,48.5483,20.8054,0.0,11.5592,27.8198,0.0,19.5265,9.1137,10.3559,27.8198,87.4185,NORMAL
249.0,50.5442,55.5467,43.3759,50.6696,2.8296,66.6625,0.7491,37.6906,75.348,91.7404,3.7362,89.496,49.7402,16.9222,0.0,11.3184,27.229,0.0,21.8502,10.504,10.765,27.229,87.0567,NORMAL
250.0,51.4067,59.6061,43.1333,50.6096,1.7264,65.9318,0.7803,35.9823,72.4555,92.4508,3.5838,87.1578,49.0424,16.8894,0.0,6.9055,3.4838,0.0,18.9194,12.8422,6.2647,18.9194,92.2218,NORMAL
251.0,52.1087,59.0326,43.723,51.0953,2.3184,65.4023,0.831,35.3235,81.4334,89.8417,3.8371,83.8218,48.9341,16.4683,0.0,9.2735,6.8251,0.0,23.79,16.1782,8.3481,23.79,89.7487,NORMAL
252.0,53.7342,57.8921,44.4769,51.4491,2.1116,62.9841,0.724,37.0143,75.2748,91.3859,3.4756,89.3482,43.5694,19.4146,0.0,8.4463,18.949,0.0,16.8382,10.6518,8.2505,18.949,90.2335,NORMAL
253.0,49.5964,57.213,43.9706,48.5635,3.0821,63.2452,0.7921,38.3589,79.9915,91.1339,3.7042,88.1245,47.5884,15.6568,0.0,12.3283,21.8077,0.0,21.2354,11.8755,10.1897,21.8077,88.0657,NORMAL
254.0,50.2842,59.8422,43.2652,48.887,1.8925,58.6529,0.7447,34.2108,77.7864,87.1531,3.5576,88.8708,41.8085,16.8444,0.0,7.5698,3.5883,0.0,18.4156,11.1292,6.1071,18.4156,92.4196,NORMAL
255.0,51.3564,59.306,45.0073,50.789,3.2219,55.2047,0.7692,36.208,81.0813,90.852,3.8714,89.5211,38.154,17.0507,0.0,12.8876,8.8744,0.0,24.4491,10.4789,8.6914,24.4491,89.3527,NORMAL
256.0,50.5138,61.7948,45.3734,49.8741,2.485,61.7702,0.7796,40.1156,75.9215,91.1387,3.6327,88.9223,45.3899,16.3803,0.0,9.9401,4.491,0.0,19.8605,11.0777,6.8705,19.8605,91.5407,NORMAL
257.0,49.0173,59.4904,44.4463,51.9124,1.9771,61.8487,0.7801,34.9363,79.8865,91.2444,3.2945,90.6151,46.3325,15.5162,0.0,7.9085,9.3613,0.0,13.3563,9.3849,6.0118,13.3563,92.9197,NORMAL
258.0,49.0024,59.5033,44.9272,50.2975,2.1952,64.0629,0.779,38.8182,77.8536,94.3489,3.3894,88.1517,48.5372,15.5258,0.0,8.7809,1.7535,0.0,15.1811,11.8483,5.6065,15.1811,93.179,NORMAL
259.0,46.923,58.8911,45.2188,48.6915,2.1393,64.7097,0.7975,36.1018,78.7071,89.0978,3.6899,86.9577,50.5928,14.1168,0.0,8.5571,18.6717,0.0,20.959,13.0423,9.174,20.959,89.1493,NORMAL
260.0,48.1895,60.1263,45.1688,49.3723,1.9264,64.2689,0.5834,38.1564,77.0181,89.9269,3.4417,92.2615,45.2686,19.0004,0.0,7.7057,8.2504,0.0,16.186,7.7385,6.0659,16.186,92.6392,NORMAL
261.0,47.8468,59.9525,44.7555,47.906,2.5427,56.1315,0.5578,39.2539,74.8148,86.2162,3.8837,88.138,36.6691,19.4624,0.0,10.1707,5.0325,0.0,24.6867,11.862,7.8572,24.6867,90.1679,NORMAL
262.0,48.2675,60.762,44.7929,50.4378,1.9474,57.6393,0.6273,38.5371,81.5607,90.6097,3.1065,88.2016,39.6823,17.957,0.0,7.7898,1.577,0.0,9.7406,11.7984,4.5351,11.7984,94.521,NORMAL
263.0,46.9175,58.6933,44.7741,50.5008,1.5188,59.7122,0.6288,38.8691,72.9542,90.8746,3.9406,89.7929,42.6857,17.0266,0.0,6.0753,11.0048,0.0,25.7811,10.2071,8.0334,25.7811,89.9042,NORMAL
264.0,48.1408,58.8568,43.3712,50.283,2.3291,65.4471,0.6337,34.7447,77.4201,90.4676,3.4488,84.5223,47.7211,17.726,0.0,9.3166,4.4298,0.0,16.323,15.4777,6.7173,16.323,91.9769,NORMAL
265.0,48.7203,58.866,45.0423,51.8057,1.6887,61.8776,0.5644,39.2733,75.5499,93.8438,3.3927,91.9581,41.9543,19.9233,0.0,6.7549,5.3849,0.0,15.2439,8.0419,5.3601,15.2439,93.4204,NORMAL
266.0,47.3804,60.4529,43.2447,51.9455,2.1615,60.3877,0.6218,35.3398,78.3646,93.2457,3.7025,90.3831,42.8988,17.4889,0.0,8.6461,7.6387,0.0,21.2019,9.6169,7.162,21.2019,91.1419,NORMAL
267.0,47.556,61.3663,43.8033,50.5979,2.0909,55.4651,0.6353,37.5643,74.9346,91.6957,3.4457,89.3426,38.163,17.3021,0.0,8.3636,2.0203,0.0,16.2641,10.6574,5.606,16.2641,93.0929,NORMAL
268.0,47.0803,59.0833,45.7456,48.6558,2.108,53.5852,0.5863,37.5629,77.1678,90.795,3.8593,96.3445,35.4479,18.1374,0.0,8.4318,4.8785,0.0,24.2181,3.6555,6.4787,24.2181,91.5838,NORMAL
269.0,46.9906,59.1911,45.3828,51.431,3.4004,58.2158,0.6197,38.0188,75.5256,93.3043,3.5275,90.4197,40.9397,17.276,0.0,13.6017,4.8109,0.0,17.8362,9.5803,7.0373,17.8362,91.5358,NORMAL
270.0,46.0073,60.1458,46.0198,51.3932,2.5254,43.7848,0.6181,37.7257,71.4094,91.4049,4.2257,91.3851,27.1232,16.6616,0.0,10.1015,13.2265,0.0,31.2638,8.6149,9.7372,31.2638,87.7617,NORMAL
271.0,47.5294,59.5434,44.4915,51.1724,2.6104,44.7235,0.6791,35.3684,77.1739,89.7892,3.7821,91.8041,28.3401,16.3834,0.0,10.4417,8.0952,0.0,22.7334,8.1959,7.6102,22.7334,90.5711,NORMAL
272.0,47.0597,61.0514,43.754,51.8706,1.7006,41.6686,0.6837,34.3617,74.2664,88.1934,3.503,89.3463,25.6623,16.0062,0.0,6.8025,6.3537,0.0,17.3652,10.6537,6.1664,17.3652,92.4444,NORMAL
273.0,50.2749,57.2786,44.6299,49.7514,2.2057,39.0231,0.5782,38.8126,70.4956,90.6321,3.7772,88.0097,18.3411,20.682,0.0,8.8229,21.8597,0.0,22.6391,11.9903,9.8399,22.6391,88.3489,NORMAL
274.0,49.7326,59.0617,44.9937,52.953,2.5969,41.6578,0.7052,37.4471,76.6828,92.938,3.7604,89.6447,24.4099,17.2478,0.0,10.3875,8.8035,0.0,22.3158,10.3553,7.8996,22.3158,90.3152,NORMAL
275.0,48.2893,59.1889,45.0286,50.0138,2.039,39.3883,0.605,39.383,76.9228,96.1045,3.5469,92.0642,20.8776,18.5107,0.0,8.1558,5.6412,0.0,18.209,7.9358,6.0984,18.209,92.4449,NORMAL
276.0,46.9309,57.4187,46.0337,51.7524,2.9086,37.577,0.6641,37.0046,78.0381,91.4833,3.5692,90.5069,21.2741,16.303,0.0,11.6345,12.8816,0.0,18.6375,9.4931,8.0313,18.6375,90.4777,NORMAL
277.0,46.7187,59.1231,44.7443,49.3467,1.9588,36.2168,0.6659,34.2948,79.2977,90.0384,3.7665,88.031,20.0819,16.1349,0.0,7.8351,10.873,0.0,22.433,11.969,7.9885,22.433,90.2169,NORMAL
278.0,50.2433,59.2587,45.4424,50.1356,2.3711,36.6118,0.609,39.0497,69.8014,89.1084,3.898,92.0867,16.8219,19.7899,0.0,9.4845,19.0251,0.0,24.9617,7.9133,9.4096,24.9617,88.5935,NORMAL
279.0,49.2615,60.1941,44.2921,52.615,2.2363,33.9286,0.6558,36.3902,72.6331,92.6119,3.7519,92.724,15.9557,17.9729,0.0,8.9451,3.8216,0.0,22.152,7.276,6.5113,22.152,91.7165,NORMAL
280.0,49.8971,61.8505,45.6434,50.8715,2.5739,34.56,0.6399,37.8296,82.0321,87.9045,3.8283,88.6848,15.7938,18.7663,0.0,10.2958,4.2282,0.0,23.6208,11.3152,7.5217,23.6208,90.5887,NORMAL
281.0,47.1223,60.3014,45.2973,52.0069,2.2118,32.8951,0.6619,35.8666,73.7944,92.6141,3.8455,93.8887,16.4288,16.4663,0.0,8.8471,23.0423,0.0,23.9528,6.1113,9.5262,23.9528,88.5576,NORMAL
282.0,51.206,59.44,44.6761,51.4395,2.3781,31.5388,0.6543,40.4673,76.8363,93.1122,3.7171,90.0282,12.2216,19.3172,0.0,9.5124,20.6399,8.0836,21.4818,9.9718,11.1252,21.4818,87.1563,NORMAL
283.0,50.8844,60.6912,45.1952,51.134,2.3937,30.3808,0.6853,35.444,75.0527,92.3459,3.5495,91.7163,11.9885,18.3923,0.0,9.575,4.3963,9.1434,18.2597,8.2837,8.2143,18.2597,90.3249,NORMAL
284.0,49.0267,62.1019,45.2981,52.6401,2.1695,29.0015,0.6537,36.542,76.8914,91.0834,3.256,89.8789,11.1374,17.8641,0.0,8.6781,12.4969,13.0117,12.615,10.1211,9.4453,13.0117,89.5138,NORMAL
285.0,50.2414,59.7561,45.2771,51.0779,2.7183,29.1633,0.6485,37.4527,74.3701,92.5319,3.489,90.3293,10.3669,18.7964,0.0,10.8732,5.1059,16.5143,17.0967,9.6707,10.1434,17.0967,88.4889,NORMAL
286.0,51.5727,59.9198,47.1708,49.5729,2.6073,26.1935,0.6885,35.0758,78.9528,91.7683,3.5485,88.072,7.4189,18.7745,0.0,10.4291,9.2231,29.9139,18.2407,11.928,14.0874,29.9139,83.5195,NORMAL
287.0,51.5555,61.7688,45.5443,50.5904,2.4601,24.3781,0.675,37.9448,76.4735,89.9025,3.7237,84.7816,5.3127,19.0654,0.0,9.8405,2.842,39.4879,21.6102,15.2184,16.0704,39.4879,80.7706,NORMAL
288.0,51.3234,60.9196,45.4696,51.9857,2.3063,25.5556,0.6816,40.5326,73.6314,95.1934,3.8172,89.6955,6.7933,18.7623,0.0,9.2252,2.1068,32.7578,23.4069,10.3045,14.0727,32.7578,83.3067,NORMAL
289.0,51.8051,62.0501,43.8575,51.8717,2.8584,24.5136,0.6417,36.3542,73.5807,90.6678,3.9879,89.0758,4.4689,20.0447,0.0,11.4338,5.3733,43.3234,26.69,10.9242,17.8622,43.3234,78.672,NORMAL
290.0,51.7776,61.3452,44.9963,49.9517,2.3939,23.3038,0.6323,38.1531,76.779,93.0249,3.3916,86.9823,3.0336,20.2702,0.0,9.5755,3.0299,49.8474,15.2234,13.0177,17.0466,49.8474,78.9656,NORMAL
291.0,52.4834,62.2928,45.6201,50.8378,2.362,22.1724,0.6486,31.893,74.9668,86.6431,3.5868,90.9912,1.8264,20.346,0.0,9.4479,2.5503,55.3345,18.977,9.0088,18.2797,55.3345,77.2936,NORMAL
292.0,54.4249,60.2986,45.2952,51.0247,2.5471,20.3853,0.649,37.3444,77.5978,93.9926,3.5983,84.4459,-1.3435,21.7288,0.0,10.1884,11.8544,69.7432,19.1987,15.5541,23.792,69.7432,70.6286,WATCH
293.0,48.819,61.6168,47.2115,51.286,3.2635,20.4345,0.6932,36.828,84.4117,94.2196,3.1329,88.9311,3.5224,16.9121,0.0,13.0539,49.7727,47.6252,10.2483,11.0689,23.1306,49.7727,72.8876,WATCH
294.0,52.0785,61.4698,45.8747,50.3214,1.8968,18.5427,0.7008,35.8504,80.9933,91.6424,3.7609,87.2162,-0.294,18.8366,0.0,7.5874,32.1205,64.9725,22.3244,12.7838,25.5079,64.9725,69.2943,WATCH
295.0,52.6033,60.3554,47.2376,51.1156,2.8464,17.0423,0.6688,39.685,77.4874,92.4913,3.9139,88.3311,-2.8821,19.9244,0.0,11.3857,27.1266,76.7369,25.2679,11.6689,28.3298,76.7369,65.5312,WARNING
296.0,52.6637,60.0308,46.1882,51.0629,1.6481,16.1587,0.7183,36.9057,76.2428,92.7545,3.6879,88.6631,-2.6835,18.8422,0.0,6.5923,32.5062,75.834,20.922,11.3369,27.3881,75.834,66.5452,WATCH
297.0,51.5681,62.8229,46.2206,52.6112,2.5978,17.4324,0.7183,37.2408,70.5426,90.1429,4.317,88.5294,-0.7079,18.1403,0.0,10.3911,40.761,66.854,33.0193,11.4706,29.2481,66.854,65.4036,WATCH
298.0,49.4151,61.6725,46.1612,52.6978,3.2088,12.618,0.6865,36.8804,72.5434,92.3883,3.4344,91.5899,-4.8031,17.421,0.0,12.8351,54.8865,85.4686,16.0465,8.4101,32.7947,85.4686,60.3678,WARNING
299.0,52.0662,60.961,46.2983,51.7927,2.7199,13.7939,0.6564,33.8416,81.6349,89.7844,3.3909,87.4582,-6.0645,19.8584,0.0,10.8796,42.4214,91.2025,15.2087,12.5418,32.2157,91.2025,60.4881,CRITICAL
300.0,71.7058,62.1669,47.8952,51.5969,2.5768,10.5562,0.7301,35.4533,74.7404,90.2156,3.7732,83.5124,-22.1181,32.6743,0.0,10.3071,100.0,100.0,22.5611,16.4876,44.3405,100.0,47.6595,CRITICAL
301.0,69.5703,63.731,44.3137,52.1801,2.2478,11.0682,0.6829,39.6829,73.2354,93.7594,3.621,87.8858,-21.6366,32.7049,0.0,8.9912,64.3799,100.0,19.6344,12.1142,37.7807,100.0,54.2193,CRITICAL
302.0,75.3092,59.7359,44.6526,51.2756,2.514,9.684,0.6903,33.5857,77.397,93.3962,3.4799,85.956,-27.8558,37.5399,0.0,10.0559,100.0,100.0,16.9219,14.044,43.1023,100.0,48.8977,CRITICAL
303.0,75.9769,60.7727,46.0173,50.998,2.3866,6.9738,0.6782,36.3194,73.5597,90.0622,3.5343,83.6545,-31.778,38.7518,0.0,9.5463,93.8809,100.0,17.9682,16.3455,42.5414,100.0,49.4586,CRITICAL
304.0,78.6463,61.5574,46.5711,51.2579,2.1463,8.389,0.6634,37.1006,72.7374,90.0607,3.9937,82.1041,-33.7374,42.1264,0.0,8.5852,100.0,100.0,26.8019,17.8959,44.8953,100.0,47.1047,CRITICAL
305.0,79.5155,64.5148,47.2304,51.6174,2.3696,45.596,0.6478,41.4368,74.4451,90.1875,4.2058,80.1088,1.6922,43.9039,0.0,9.4782,100.0,55.9447,30.8807,19.8912,36.247,100.0,55.753,CRITICAL
306.0,47.945,63.1973,47.086,51.1434,2.5893,51.5502,0.7126,39.5377,72.7196,92.8956,3.9213,87.7773,35.5351,16.0151,0.0,10.3571,100.0,0.0,25.409,12.2227,22.2929,100.0,69.7071,CRITICAL
307.0,49.6281,63.876,46.3648,52.5243,2.1548,49.7692,0.6719,36.9387,74.2627,89.526,3.3906,90.1494,31.9066,17.8626,0.0,8.619,36.881,0.0,15.2039,9.8506,10.6121,36.881,86.4375,NORMAL
308.0,47.9946,61.6843,47.6776,53.1479,2.1372,43.8868,0.75,40.7162,72.5556,92.2432,3.7283,88.7925,28.4751,15.4117,0.0,8.5487,42.4883,0.0,21.6982,11.2075,12.6431,42.4883,83.9578,NORMAL
309.0,48.9563,61.8065,47.737,50.8877,1.8879,49.5816,0.6662,36.6818,78.1607,93.0784,3.6608,85.7078,32.0341,17.5475,0.0,7.5516,32.6541,0.0,20.3997,14.2922,11.1609,32.6541,86.2268,NORMAL
310.0,47.5183,63.785,47.0243,52.5572,2.6758,48.6859,0.6628,40.2383,74.4036,91.2348,3.8917,86.182,31.9876,16.6983,0.0,10.7033,32.8439,0.0,24.8413,13.818,12.3789,32.8439,84.9936,NORMAL
311.0,45.8159,63.4154,47.7733,52.3699,2.7454,56.3308,0.7175,36.024,76.0101,93.4161,2.9787,90.9342,41.643,14.6878,0.0,10.9816,34.7469,0.0,7.2833,9.0658,9.3321,34.7469,87.8881,NORMAL
312.0,46.9719,64.1018,47.2,52.9898,2.6042,46.7245,0.7497,41.4116,75.7498,90.8184,4.1795,89.8662,31.8882,14.8363,0.0,10.417,17.4501,0.0,30.3752,10.1338,10.4645,30.3752,87.1055,NORMAL
